-41,-32,-28,-22,-20,-27,-24,-7,-2,-11,9,6,13,10,28,27,26,36,31,30
206,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-190
205,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-188
204,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-185
204,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-183
200,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-180
199,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-175
196,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-172
194,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-171
193,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-169
191,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-168
190,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-166
187,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-161
184,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-159
183,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-158
181,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-154
178,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-154
177,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-151
174,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-151
172,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-150
168,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-149
165,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-148
163,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-147
160,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-146
160,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-144
159,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-143
156,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-142
154,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-141
151,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-139
150,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-136
148,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-134
147,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-131
145,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-129
145,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-127
145,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-127
143,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-125
143,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-124
140,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-123
139,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-121
138,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-118
136,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-115
134,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-115
131,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-114
130,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-108
124,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-105
122,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-102
120,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-100
118,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-98
114,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-97
113,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-96
111,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-91
110,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-89
107,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-88
105,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-86
102,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-84
99,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-84
98,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-81
94,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-80
92,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-79
91,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-75
90,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-71
87,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-71
85,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-69
84,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-69
81,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-68
77,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-68
76,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-66
74,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-63
71,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-59
71,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-54
70,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-50
68,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-48
64,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-46
64,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-46
62,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-40
59,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-37
55,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-36
54,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-36
53,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-35
53,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-31
50,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-28
46,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-27
41,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-26
38,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-23
37,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-19
36,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-15
33,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-11
33,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-7
29,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-4
24,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,-1
23,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-131,0
22,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-130,0
22,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-129,2
21,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-128,2
21,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-125,1
21,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-123,1
20,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-123,1
15,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-122,0
11,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-119,0
10,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-116,1
9,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-112,1
8,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-112,1
5,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-110,0
3,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-110,1
2,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-110,3
1,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-110,4
-1,163,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-109,5
-1,159,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-107,3
-4,156,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-106,6
-1,152,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-103,3
-2,151,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-100,3
-3,147,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-98,3
-2,146,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-96,2
-5,143,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-94,4
-3,141,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-91,6
-2,137,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-91,5
-7,134,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-90,2
3,132,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-87,1
-1,132,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-86,5
-2,132,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-81,3
-3,131,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-79,0
-4,130,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-78,1
0,126,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-78,3
-1,123,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-77,3
-3,123,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-76,4
-2,122,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-74,2
-2,119,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-73,3
0,114,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-72,0
-1,111,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-69,3
-3,109,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-65,0
-2,108,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-63,1
-5,104,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-63,4
-4,102,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-60,4
-4,100,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-59,2
-4,98,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-59,2
-3,95,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-55,-2
-1,95,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-55,1
-2,92,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-54,3
-1,92,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-51,1
-3,89,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-50,3
-2,88,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-50,5
-6,86,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-46,5
-6,84,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-45,8
-1,80,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-43,-3
-3,77,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-43,-2
-6,75,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-43,0
-1,75,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-40,2
0,73,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-38,1
-1,69,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-35,1
-2,69,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-35,2
-3,66,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-33,0
-3,62,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-30,2
-4,59,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-29,1
-2,59,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-24,0
-4,56,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-23,1
-5,54,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-21,1
-4,52,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-20,1
-4,51,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-19,3
-6,50,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-19,5
-7,48,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-19,2
0,47,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-18,1
-2,45,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-17,5
-2,41,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-16,3
-4,40,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-14,1
-10,36,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-14,4
-8,34,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-13,-1
-2,31,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-13,0
1,27,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-10,3
0,27,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-8,4
-2,26,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-7,2
-2,21,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-7,2
-1,19,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-4,2
-4,17,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,-2,4
-6,15,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-177,0,6
-3,12,108,72,65,73,34,7,-3,-6,4,9,-11,-4,-75,-64,-98,-174,1,2
